"OCOUNTY","DCOUNTY","trip_mode","primary_purpose","count"
"Ramsey","Carver","Auto SOV","othmaint",138
"Ramsey","Carver","Auto SOV","school",1
"Ramsey","Carver","Auto SOV","shopping",33
"Ramsey","Carver","Auto SOV","social",16
"Ramsey","Carver","Auto SOV","univ",56
"Ramsey","Carver","Auto SOV","work",1031
"Ramsey","Carver","Drive-Transit","othmaint",1
"Ramsey","Carver","Drive-Transit","univ",2
"Ramsey","Carver","Drive-Transit","work",22
"Ramsey","Carver","School Bus","atwork",1
"Ramsey","Carver","School Bus","eatout",1
"Ramsey","Carver","School Bus","escort",1
"Ramsey","Carver","School Bus","othdiscr",5
"Ramsey","Carver","School Bus","othmaint",4
"Ramsey","Carver","School Bus","school",2
"Ramsey","Carver","School Bus","shopping",4
"Ramsey","Carver","School Bus","social",1
"Ramsey","Carver","School Bus","univ",34
"Ramsey","Carver","School Bus","work",34
"Ramsey","Chisago","Auto 2 Person","atwork",39
"Ramsey","Chisago","Auto 2 Person","eatout",69
"Ramsey","Chisago","Auto 2 Person","escort",100
"Ramsey","Chisago","Auto 2 Person","othdiscr",148
"Ramsey","Chisago","Auto 2 Person","othmaint",164
"Ramsey","Chisago","Auto 2 Person","school",42
"Ramsey","Chisago","Auto 2 Person","shopping",41
"Ramsey","Chisago","Auto 2 Person","social",52
"Ramsey","Chisago","Auto 2 Person","univ",148
"Ramsey","Chisago","Auto 2 Person","work",656
"Ramsey","Chisago","Auto 3+ Person","atwork",19
"Ramsey","Chisago","Auto 3+ Person","eatout",27
"Ramsey","Chisago","Auto 3+ Person","escort",65
"Ramsey","Chisago","Auto 3+ Person","othdiscr",105
"Ramsey","Chisago","Auto 3+ Person","othmaint",54
"Ramsey","Chisago","Auto 3+ Person","school",69
"Ramsey","Chisago","Auto 3+ Person","shopping",10
"Ramsey","Chisago","Auto 3+ Person","social",11
"Ramsey","Chisago","Auto 3+ Person","univ",87
"Ramsey","Chisago","Auto 3+ Person","work",140
"Ramsey","Chisago","Auto SOV","atwork",63
"Ramsey","Chisago","Auto SOV","eatout",76
"Ramsey","Chisago","Auto SOV","escort",65
"Ramsey","Chisago","Auto SOV","othdiscr",341
"Ramsey","Chisago","Auto SOV","othmaint",409
"Ramsey","Chisago","Auto SOV","school",20
"Ramsey","Chisago","Auto SOV","shopping",115
"Ramsey","Chisago","Auto SOV","social",62
"Ramsey","Chisago","Auto SOV","univ",121
"Ramsey","Chisago","Auto SOV","work",2696
"Ramsey","Chisago","School Bus","atwork",1
"Ramsey","Chisago","School Bus","othmaint",6
"Ramsey","Chisago","School Bus","school",1
"Ramsey","Chisago",NA,"school",30
"Ramsey","Dakota","Auto 2 Person","atwork",1647
"Ramsey","Dakota","Auto 2 Person","eatout",1583
"Ramsey","Dakota","Auto 2 Person","escort",3331
"Ramsey","Dakota","Auto 2 Person","othdiscr",3134
"Ramsey","Dakota","Auto 2 Person","othmaint",2809
"Ramsey","Dakota","Auto 2 Person","school",2499
"Ramsey","Dakota","Auto 2 Person","shopping",2219
"Ramsey","Dakota","Auto 2 Person","social",1301
"Ramsey","Dakota","Auto 2 Person","univ",1166
"Ramsey","Dakota","Auto 2 Person","work",8597
"Ramsey","Dakota","Auto 3+ Person","atwork",675
"Ramsey","Dakota","Auto 3+ Person","eatout",829
"Ramsey","Dakota","Auto 3+ Person","escort",1931
"Ramsey","Dakota","Auto 3+ Person","othdiscr",2549
"Ramsey","Dakota","Auto 3+ Person","othmaint",1227
"Ramsey","Dakota","Auto 3+ Person","school",3221
"Ramsey","Dakota","Auto 3+ Person","shopping",989
"Ramsey","Dakota","Auto 3+ Person","social",637
"Ramsey","Dakota","Auto 3+ Person","univ",708
"Ramsey","Dakota","Auto 3+ Person","work",2070
"Ramsey","Dakota","Auto SOV","atwork",2885
"Ramsey","Dakota","Auto SOV","eatout",1945
"Ramsey","Dakota","Auto SOV","escort",1427
"Ramsey","Dakota","Auto SOV","othdiscr",5062
"Ramsey","Dakota","Auto SOV","othmaint",6326
"Ramsey","Dakota","Auto SOV","school",375
"Ramsey","Dakota","Auto SOV","shopping",5619
"Ramsey","Dakota","Auto SOV","social",1766
"Ramsey","Dakota","Auto SOV","univ",1125
"Ramsey","Dakota","Auto SOV","work",33805
"Ramsey","Dakota","Bike/Moped","eatout",50
"Ramsey","Dakota","Bike/Moped","escort",6
"Ramsey","Dakota","Bike/Moped","othdiscr",108
"Ramsey","Dakota","Bike/Moped","othmaint",35
"Ramsey","Dakota","Bike/Moped","school",72
"Ramsey","Dakota","Bike/Moped","shopping",76
"Ramsey","Dakota","Bike/Moped","social",28
"Ramsey","Dakota","Bike/Moped","univ",76
"Ramsey","Dakota","Bike/Moped","work",128
"Ramsey","Dakota","Drive-Transit","eatout",2
"Ramsey","Dakota","Drive-Transit","othdiscr",11
"Ramsey","Dakota","Drive-Transit","othmaint",12
"Ramsey","Dakota","Drive-Transit","school",20
"Ramsey","Dakota","Drive-Transit","shopping",24
"Ramsey","Dakota","Drive-Transit","social",6
"Ramsey","Dakota","Drive-Transit","univ",96
"Ramsey","Dakota","Drive-Transit","work",525
"Ramsey","Dakota","School Bus","atwork",262
"Ramsey","Dakota","School Bus","eatout",27
"Ramsey","Dakota","School Bus","escort",105
"Ramsey","Dakota","School Bus","othdiscr",86
"Ramsey","Dakota","School Bus","othmaint",499
"Ramsey","Dakota","School Bus","school",1253
"Ramsey","Dakota","School Bus","shopping",311
"Ramsey","Dakota","School Bus","social",38
"Ramsey","Dakota","School Bus","univ",413
"Ramsey","Dakota","School Bus","work",1850
"Ramsey","Dakota","Walk","atwork",1
"Ramsey","Dakota","Walk","eatout",8
"Ramsey","Dakota","Walk","escort",3
"Ramsey","Dakota","Walk","othdiscr",13
"Ramsey","Dakota","Walk","othmaint",3
"Ramsey","Dakota","Walk","school",42
"Ramsey","Dakota","Walk","shopping",20
"Ramsey","Dakota","Walk","social",2
"Ramsey","Dakota","Walk","univ",29
"Ramsey","Dakota","Walk","work",7
"Ramsey","Dakota","Walk-Transit","eatout",6
"Ramsey","Dakota","Walk-Transit","escort",1
"Ramsey","Dakota","Walk-Transit","othdiscr",16
"Ramsey","Dakota","Walk-Transit","othmaint",24
"Ramsey","Dakota","Walk-Transit","school",1
"Ramsey","Dakota","Walk-Transit","shopping",21
"Ramsey","Dakota","Walk-Transit","univ",1
"Ramsey","Dakota","Walk-Transit","work",329
"Ramsey","Dakota",NA,"school",507
"Ramsey","Goodhue","Auto 2 Person","atwork",30
"Ramsey","Goodhue","Auto 2 Person","eatout",21
"Ramsey","Goodhue","Auto 2 Person","escort",30
"Ramsey","Goodhue","Auto 2 Person","othdiscr",60
"Ramsey","Goodhue","Auto 2 Person","othmaint",56
"Ramsey","Goodhue","Auto 2 Person","school",26
"Ramsey","Goodhue","Auto 2 Person","shopping",6
"Ramsey","Goodhue","Auto 2 Person","social",12
"Ramsey","Goodhue","Auto 2 Person","univ",31
"Ramsey","Goodhue","Auto 2 Person","work",142
"Ramsey","Goodhue","Auto 3+ Person","atwork",6
"Ramsey","Goodhue","Auto 3+ Person","eatout",11
"Ramsey","Goodhue","Auto 3+ Person","escort",23
"Ramsey","Goodhue","Auto 3+ Person","othdiscr",42
"Ramsey","Goodhue","Auto 3+ Person","othmaint",23
"Ramsey","Goodhue","Auto 3+ Person","school",50
"Ramsey","Goodhue","Auto 3+ Person","shopping",4
"Ramsey","Goodhue","Auto 3+ Person","social",3
"Ramsey","Goodhue","Auto 3+ Person","univ",35
"Ramsey","Goodhue","Auto 3+ Person","work",39
"Ramsey","Goodhue","Auto SOV","atwork",49
"Ramsey","Goodhue","Auto SOV","eatout",52
"Ramsey","Goodhue","Auto SOV","escort",27
"Ramsey","Goodhue","Auto SOV","othdiscr",125
"Ramsey","Goodhue","Auto SOV","othmaint",164
"Ramsey","Goodhue","Auto SOV","school",3
"Ramsey","Goodhue","Auto SOV","shopping",10
"Ramsey","Goodhue","Auto SOV","social",16
"Ramsey","Goodhue","Auto SOV","univ",37
"Ramsey","Goodhue","Auto SOV","work",596
"Ramsey","Goodhue","School Bus","othmaint",5
"Ramsey","Goodhue",NA,"school",6
"Ramsey","Hennepin","Auto 2 Person","atwork",5990
"Ramsey","Hennepin","Auto 2 Person","eatout",3965
"Ramsey","Hennepin","Auto 2 Person","escort",8244
"Ramsey","Hennepin","Auto 2 Person","othdiscr",7883
"Ramsey","Hennepin","Auto 2 Person","othmaint",8328
"Ramsey","Hennepin","Auto 2 Person","school",4699
"Ramsey","Hennepin","Auto 2 Person","shopping",6748
"Ramsey","Hennepin","Auto 2 Person","social",3709
"Ramsey","Hennepin","Auto 2 Person","univ",4018
"Ramsey","Hennepin","Auto 2 Person","work",26465
"Ramsey","Hennepin","Auto 3+ Person","atwork",2476
"Ramsey","Hennepin","Auto 3+ Person","eatout",2248
"Ramsey","Hennepin","Auto 3+ Person","escort",4755
"Ramsey","Hennepin","Auto 3+ Person","othdiscr",6739
"Ramsey","Hennepin","Auto 3+ Person","othmaint",3596
"Ramsey","Hennepin","Auto 3+ Person","school",6546
"Ramsey","Hennepin","Auto 3+ Person","shopping",3040
"Ramsey","Hennepin","Auto 3+ Person","social",1745
"Ramsey","Hennepin","Auto 3+ Person","univ",2419
"Ramsey","Hennepin","Auto 3+ Person","work",6743
"Ramsey","Hennepin","Auto SOV","atwork",10845
"Ramsey","Hennepin","Auto SOV","eatout",5486
"Ramsey","Hennepin","Auto SOV","escort",3618
"Ramsey","Hennepin","Auto SOV","othdiscr",13507
"Ramsey","Hennepin","Auto SOV","othmaint",19312
"Ramsey","Hennepin","Auto SOV","school",833
"Ramsey","Hennepin","Auto SOV","shopping",16327
"Ramsey","Hennepin","Auto SOV","social",5352
"Ramsey","Hennepin","Auto SOV","univ",3957
"Ramsey","Hennepin","Auto SOV","work",101301
"Ramsey","Hennepin","Bike/Moped","atwork",2
"Ramsey","Hennepin","Bike/Moped","eatout",89
"Ramsey","Hennepin","Bike/Moped","escort",17
"Ramsey","Hennepin","Bike/Moped","othdiscr",239
"Ramsey","Hennepin","Bike/Moped","othmaint",84
"Ramsey","Hennepin","Bike/Moped","school",82
"Ramsey","Hennepin","Bike/Moped","shopping",219
"Ramsey","Hennepin","Bike/Moped","social",89
"Ramsey","Hennepin","Bike/Moped","univ",382
"Ramsey","Hennepin","Bike/Moped","work",372
"Ramsey","Hennepin","Drive-Transit","eatout",15
"Ramsey","Hennepin","Drive-Transit","escort",2
"Ramsey","Hennepin","Drive-Transit","othdiscr",90
"Ramsey","Hennepin","Drive-Transit","othmaint",79
"Ramsey","Hennepin","Drive-Transit","school",103
"Ramsey","Hennepin","Drive-Transit","shopping",131
"Ramsey","Hennepin","Drive-Transit","social",50
"Ramsey","Hennepin","Drive-Transit","univ",532
"Ramsey","Hennepin","Drive-Transit","work",3000
"Ramsey","Hennepin","School Bus","atwork",1080
"Ramsey","Hennepin","School Bus","eatout",115
"Ramsey","Hennepin","School Bus","escort",273
"Ramsey","Hennepin","School Bus","othdiscr",389
"Ramsey","Hennepin","School Bus","othmaint",1866
"Ramsey","Hennepin","School Bus","school",2515
"Ramsey","Hennepin","School Bus","shopping",1100
"Ramsey","Hennepin","School Bus","social",144
"Ramsey","Hennepin","School Bus","univ",1219
"Ramsey","Hennepin","School Bus","work",8254
"Ramsey","Hennepin","Walk","atwork",14
"Ramsey","Hennepin","Walk","eatout",49
"Ramsey","Hennepin","Walk","escort",7
"Ramsey","Hennepin","Walk","othdiscr",60
"Ramsey","Hennepin","Walk","othmaint",19
"Ramsey","Hennepin","Walk","school",55
"Ramsey","Hennepin","Walk","shopping",43
"Ramsey","Hennepin","Walk","social",18
"Ramsey","Hennepin","Walk","univ",57
"Ramsey","Hennepin","Walk","work",52
"Ramsey","Hennepin","Walk-Transit","eatout",25
"Ramsey","Hennepin","Walk-Transit","escort",2
"Ramsey","Hennepin","Walk-Transit","othdiscr",88
"Ramsey","Hennepin","Walk-Transit","othmaint",143
"Ramsey","Hennepin","Walk-Transit","school",3
"Ramsey","Hennepin","Walk-Transit","shopping",134
"Ramsey","Hennepin","Walk-Transit","social",20
"Ramsey","Hennepin","Walk-Transit","univ",37
"Ramsey","Hennepin","Walk-Transit","work",2066
"Ramsey","Hennepin",NA,"school",1233
"Ramsey","Isanti","Auto 2 Person","atwork",11
"Ramsey","Isanti","Auto 2 Person","eatout",22
"Ramsey","Isanti","Auto 2 Person","escort",29
"Ramsey","Isanti","Auto 2 Person","othdiscr",60
"Ramsey","Isanti","Auto 2 Person","othmaint",45
"Ramsey","Isanti","Auto 2 Person","school",1
"Ramsey","Isanti","Auto 2 Person","shopping",9
"Ramsey","Isanti","Auto 2 Person","social",10
"Ramsey","Isanti","Auto 2 Person","univ",40
"Ramsey","Isanti","Auto 2 Person","work",185
"Ramsey","Isanti","Auto 3+ Person","atwork",6
"Ramsey","Isanti","Auto 3+ Person","eatout",10
"Ramsey","Isanti","Auto 3+ Person","escort",28
"Ramsey","Isanti","Auto 3+ Person","othdiscr",40
"Ramsey","Isanti","Auto 3+ Person","othmaint",25
"Ramsey","Isanti","Auto 3+ Person","shopping",3
"Ramsey","Isanti","Auto 3+ Person","social",4
"Ramsey","Isanti","Auto 3+ Person","univ",28
"Ramsey","Isanti","Auto 3+ Person","work",44
"Ramsey","Isanti","Auto SOV","atwork",21
"Ramsey","Isanti","Auto SOV","eatout",24
"Ramsey","Isanti","Auto SOV","escort",20
"Ramsey","Isanti","Auto SOV","othdiscr",95
"Ramsey","Isanti","Auto SOV","othmaint",113
"Ramsey","Isanti","Auto SOV","shopping",25
"Ramsey","Isanti","Auto SOV","social",12
"Ramsey","Isanti","Auto SOV","univ",35
"Ramsey","Isanti","Auto SOV","work",730
"Ramsey","Isanti","School Bus","othmaint",1
"Ramsey","Isanti","School Bus","univ",3
"Ramsey","Le Sueur","Auto 2 Person","atwork",2
"Ramsey","Le Sueur","Auto 2 Person","eatout",10
"Ramsey","Le Sueur","Auto 2 Person","escort",7
"Ramsey","Le Sueur","Auto 2 Person","othdiscr",12
"Ramsey","Le Sueur","Auto 2 Person","othmaint",12
"Ramsey","Le Sueur","Auto 2 Person","school",1
"Ramsey","Le Sueur","Auto 2 Person","shopping",1
"Ramsey","Le Sueur","Auto 2 Person","social",2
"Ramsey","Le Sueur","Auto 2 Person","univ",4
"Ramsey","Le Sueur","Auto 2 Person","work",22
"Ramsey","Le Sueur","Auto 3+ Person","atwork",1
"Ramsey","Le Sueur","Auto 3+ Person","eatout",3
"Ramsey","Le Sueur","Auto 3+ Person","escort",1
"Ramsey","Le Sueur","Auto 3+ Person","othdiscr",7
"Ramsey","Le Sueur","Auto 3+ Person","othmaint",2
"Ramsey","Le Sueur","Auto 3+ Person","univ",7
"Ramsey","Le Sueur","Auto 3+ Person","work",5
"Ramsey","Le Sueur","Auto SOV","atwork",5
"Ramsey","Le Sueur","Auto SOV","eatout",7
"Ramsey","Le Sueur","Auto SOV","escort",2
"Ramsey","Le Sueur","Auto SOV","othdiscr",43
"Ramsey","Le Sueur","Auto SOV","othmaint",31
"Ramsey","Le Sueur","Auto SOV","social",4
"Ramsey","Le Sueur","Auto SOV","univ",6
"Ramsey","Le Sueur","Auto SOV","work",95
"Ramsey","Le Sueur",NA,"school",1
"Ramsey","McLeod","Auto 2 Person","atwork",1
"Ramsey","McLeod","Auto 2 Person","eatout",5
"Ramsey","McLeod","Auto 2 Person","escort",2
"Ramsey","McLeod","Auto 2 Person","othdiscr",15
"Ramsey","McLeod","Auto 2 Person","othmaint",4
"Ramsey","McLeod","Auto 2 Person","shopping",1
"Ramsey","McLeod","Auto 2 Person","univ",19
"Ramsey","McLeod","Auto 2 Person","work",17
"Ramsey","McLeod","Auto 3+ Person","eatout",2
"Ramsey","McLeod","Auto 3+ Person","escort",5
"Ramsey","McLeod","Auto 3+ Person","othdiscr",4
"Ramsey","McLeod","Auto 3+ Person","othmaint",1
"Ramsey","McLeod","Auto 3+ Person","univ",12
"Ramsey","McLeod","Auto 3+ Person","work",1
"Ramsey","McLeod","Auto SOV","atwork",6
"Ramsey","McLeod","Auto SOV","eatout",10
"Ramsey","McLeod","Auto SOV","escort",3
"Ramsey","McLeod","Auto SOV","othdiscr",15
"Ramsey","McLeod","Auto SOV","othmaint",14
"Ramsey","McLeod","Auto SOV","univ",21
"Ramsey","McLeod","Auto SOV","work",51
"Ramsey","Pierce","Auto 2 Person","atwork",32
"Ramsey","Pierce","Auto 2 Person","eatout",48
"Ramsey","Pierce","Auto 2 Person","escort",79
"Ramsey","Pierce","Auto 2 Person","othdiscr",133
"Ramsey","Pierce","Auto 2 Person","othmaint",106
"Ramsey","Pierce","Auto 2 Person","school",158
"Ramsey","Pierce","Auto 2 Person","shopping",20
"Ramsey","Pierce","Auto 2 Person","social",40
"Ramsey","Pierce","Auto 2 Person","univ",175
"Ramsey","Pierce","Auto 2 Person","work",338
"Ramsey","Pierce","Auto 3+ Person","atwork",8
"Ramsey","Pierce","Auto 3+ Person","eatout",26
"Ramsey","Pierce","Auto 3+ Person","escort",36
"Ramsey","Pierce","Auto 3+ Person","othdiscr",92
"Ramsey","Pierce","Auto 3+ Person","othmaint",45
"Ramsey","Pierce","Auto 3+ Person","school",207
"Ramsey","Pierce","Auto 3+ Person","shopping",14
"Ramsey","Pierce","Auto 3+ Person","social",15
"Ramsey","Pierce","Auto 3+ Person","univ",107
"Ramsey","Pierce","Auto 3+ Person","work",79
"Ramsey","Pierce","Auto SOV","atwork",38
"Ramsey","Pierce","Auto SOV","eatout",80
"Ramsey","Pierce","Auto SOV","escort",42
"Ramsey","Pierce","Auto SOV","othdiscr",236
"Ramsey","Pierce","Auto SOV","othmaint",291
"Ramsey","Pierce","Auto SOV","school",47
"Ramsey","Pierce","Auto SOV","shopping",77
"Ramsey","Pierce","Auto SOV","social",48
"Ramsey","Pierce","Auto SOV","univ",156
"Ramsey","Pierce","Auto SOV","work",1372
"Ramsey","Pierce","School Bus","atwork",1
"Ramsey","Pierce","School Bus","othmaint",5
"Ramsey","Pierce","School Bus","school",3
"Ramsey","Pierce","School Bus","work",1
"Ramsey","Pierce",NA,"school",115
"Ramsey","Polk","Auto 2 Person","atwork",21
"Ramsey","Polk","Auto 2 Person","eatout",25
"Ramsey","Polk","Auto 2 Person","escort",35
"Ramsey","Polk","Auto 2 Person","othdiscr",73
"Ramsey","Polk","Auto 2 Person","othmaint",69
"Ramsey","Polk","Auto 2 Person","school",207
"Ramsey","Polk","Auto 2 Person","shopping",7
"Ramsey","Polk","Auto 2 Person","social",11
"Ramsey","Polk","Auto 2 Person","univ",236
"Ramsey","Polk","Auto 2 Person","work",235
"Ramsey","Polk","Auto 3+ Person","atwork",10
"Ramsey","Polk","Auto 3+ Person","eatout",8
"Ramsey","Polk","Auto 3+ Person","escort",27
"Ramsey","Polk","Auto 3+ Person","othdiscr",46
"Ramsey","Polk","Auto 3+ Person","othmaint",26
"Ramsey","Polk","Auto 3+ Person","school",255
"Ramsey","Polk","Auto 3+ Person","shopping",6
"Ramsey","Polk","Auto 3+ Person","social",4
"Ramsey","Polk","Auto 3+ Person","univ",169
"Ramsey","Polk","Auto 3+ Person","work",57
"Ramsey","Polk","Auto SOV","atwork",35
"Ramsey","Polk","Auto SOV","eatout",50
"Ramsey","Polk","Auto SOV","escort",23
"Ramsey","Polk","Auto SOV","othdiscr",154
"Ramsey","Polk","Auto SOV","othmaint",164
"Ramsey","Polk","Auto SOV","school",83
"Ramsey","Polk","Auto SOV","shopping",35
"Ramsey","Polk","Auto SOV","social",18
"Ramsey","Polk","Auto SOV","univ",243
"Ramsey","Polk","Auto SOV","work",1028
"Ramsey","Polk","School Bus","othmaint",4
"Ramsey","Polk","School Bus","school",1
"Ramsey","Polk","School Bus","univ",2
"Ramsey","Polk",NA,"school",91
"Ramsey","Ramsey","Auto 2 Person","atwork",20467
"Ramsey","Ramsey","Auto 2 Person","eatout",19637
"Ramsey","Ramsey","Auto 2 Person","escort",46198
"Ramsey","Ramsey","Auto 2 Person","othdiscr",33559
"Ramsey","Ramsey","Auto 2 Person","othmaint",26143
"Ramsey","Ramsey","Auto 2 Person","school",32320
"Ramsey","Ramsey","Auto 2 Person","shopping",38161
"Ramsey","Ramsey","Auto 2 Person","social",12985
"Ramsey","Ramsey","Auto 2 Person","univ",13720
"Ramsey","Ramsey","Auto 2 Person","work",49222
"Ramsey","Ramsey","Auto 3+ Person","atwork",8836
"Ramsey","Ramsey","Auto 3+ Person","eatout",10566
"Ramsey","Ramsey","Auto 3+ Person","escort",27462
"Ramsey","Ramsey","Auto 3+ Person","othdiscr",27500
"Ramsey","Ramsey","Auto 3+ Person","othmaint",11126
"Ramsey","Ramsey","Auto 3+ Person","school",45041
"Ramsey","Ramsey","Auto 3+ Person","shopping",16629
"Ramsey","Ramsey","Auto 3+ Person","social",6287
"Ramsey","Ramsey","Auto 3+ Person","univ",8402
"Ramsey","Ramsey","Auto 3+ Person","work",11918
"Ramsey","Ramsey","Auto SOV","atwork",39386
"Ramsey","Ramsey","Auto SOV","eatout",22511
"Ramsey","Ramsey","Auto SOV","escort",18379
"Ramsey","Ramsey","Auto SOV","othdiscr",51496
"Ramsey","Ramsey","Auto SOV","othmaint",59279
"Ramsey","Ramsey","Auto SOV","school",5248
"Ramsey","Ramsey","Auto SOV","shopping",95466
"Ramsey","Ramsey","Auto SOV","social",17476
"Ramsey","Ramsey","Auto SOV","univ",14102
"Ramsey","Ramsey","Auto SOV","work",189456
"Ramsey","Ramsey","Bike/Moped","atwork",102
"Ramsey","Ramsey","Bike/Moped","eatout",3159
"Ramsey","Ramsey","Bike/Moped","escort",633
"Ramsey","Ramsey","Bike/Moped","othdiscr",7696
"Ramsey","Ramsey","Bike/Moped","othmaint",2831
"Ramsey","Ramsey","Bike/Moped","school",4657
"Ramsey","Ramsey","Bike/Moped","shopping",6854
"Ramsey","Ramsey","Bike/Moped","social",2401
"Ramsey","Ramsey","Bike/Moped","univ",8558
"Ramsey","Ramsey","Bike/Moped","work",8735
"Ramsey","Ramsey","Drive-Transit","eatout",10
"Ramsey","Ramsey","Drive-Transit","escort",3
"Ramsey","Ramsey","Drive-Transit","othdiscr",54
"Ramsey","Ramsey","Drive-Transit","othmaint",64
"Ramsey","Ramsey","Drive-Transit","school",68
"Ramsey","Ramsey","Drive-Transit","shopping",111
"Ramsey","Ramsey","Drive-Transit","social",31
"Ramsey","Ramsey","Drive-Transit","univ",538
"Ramsey","Ramsey","Drive-Transit","work",1382
"Ramsey","Ramsey","School Bus","atwork",9807
"Ramsey","Ramsey","School Bus","eatout",277
"Ramsey","Ramsey","School Bus","escort",2597
"Ramsey","Ramsey","School Bus","othdiscr",705
"Ramsey","Ramsey","School Bus","othmaint",6445
"Ramsey","Ramsey","School Bus","school",26955
"Ramsey","Ramsey","School Bus","shopping",6932
"Ramsey","Ramsey","School Bus","social",307
"Ramsey","Ramsey","School Bus","univ",4708
"Ramsey","Ramsey","School Bus","work",10053
"Ramsey","Ramsey","Walk","atwork",12227
"Ramsey","Ramsey","Walk","eatout",12171
"Ramsey","Ramsey","Walk","escort",3305
"Ramsey","Ramsey","Walk","othdiscr",23192
"Ramsey","Ramsey","Walk","othmaint",8656
"Ramsey","Ramsey","Walk","school",10019
"Ramsey","Ramsey","Walk","shopping",18694
"Ramsey","Ramsey","Walk","social",5775
"Ramsey","Ramsey","Walk","univ",13830
"Ramsey","Ramsey","Walk","work",15647
"Ramsey","Ramsey","Walk-Transit","eatout",124
"Ramsey","Ramsey","Walk-Transit","escort",20
"Ramsey","Ramsey","Walk-Transit","othdiscr",281
"Ramsey","Ramsey","Walk-Transit","othmaint",421
"Ramsey","Ramsey","Walk-Transit","school",22
"Ramsey","Ramsey","Walk-Transit","shopping",472
"Ramsey","Ramsey","Walk-Transit","social",49
"Ramsey","Ramsey","Walk-Transit","univ",145
"Ramsey","Ramsey","Walk-Transit","work",3576
"Ramsey","Ramsey",NA,"school",14437
"Ramsey","Rice","Auto 2 Person","atwork",11
"Ramsey","Rice","Auto 2 Person","eatout",19
"Ramsey","Rice","Auto 2 Person","escort",18
"Ramsey","Rice","Auto 2 Person","othdiscr",39
"Ramsey","Rice","Auto 2 Person","othmaint",29
"Ramsey","Rice","Auto 2 Person","shopping",4
"Ramsey","Rice","Auto 2 Person","social",5
"Ramsey","Rice","Auto 2 Person","univ",7
"Ramsey","Rice","Auto 2 Person","work",99
"Ramsey","Rice","Auto 3+ Person","atwork",4
"Ramsey","Rice","Auto 3+ Person","eatout",2
"Ramsey","Rice","Auto 3+ Person","escort",13
"Ramsey","Rice","Auto 3+ Person","othdiscr",25
"Ramsey","Rice","Auto 3+ Person","othmaint",10
"Ramsey","Rice","Auto 3+ Person","shopping",1
"Ramsey","Rice","Auto 3+ Person","social",1
"Ramsey","Rice","Auto 3+ Person","univ",3
"Ramsey","Rice","Auto 3+ Person","work",28
"Ramsey","Rice","Auto SOV","atwork",14
"Ramsey","Rice","Auto SOV","eatout",18
"Ramsey","Rice","Auto SOV","escort",15
"Ramsey","Rice","Auto SOV","othdiscr",65
"Ramsey","Rice","Auto SOV","othmaint",79
"Ramsey","Rice","Auto SOV","shopping",13
"Ramsey","Rice","Auto SOV","social",8
"Ramsey","Rice","Auto SOV","univ",6
"Ramsey","Rice","Auto SOV","work",352
"Ramsey","Scott","Auto 2 Person","atwork",41
"Ramsey","Scott","Auto 2 Person","eatout",45
"Ramsey","Scott","Auto 2 Person","escort",84
"Ramsey","Scott","Auto 2 Person","othdiscr",140
"Ramsey","Scott","Auto 2 Person","othmaint",114
"Ramsey","Scott","Auto 2 Person","school",60
"Ramsey","Scott","Auto 2 Person","shopping",26
"Ramsey","Scott","Auto 2 Person","social",33
"Ramsey","Scott","Auto 2 Person","univ",110
"Ramsey","Scott","Auto 2 Person","work",499
"Ramsey","Scott","Auto 3+ Person","atwork",21
"Ramsey","Scott","Auto 3+ Person","eatout",19
"Ramsey","Scott","Auto 3+ Person","escort",38
"Ramsey","Scott","Auto 3+ Person","othdiscr",103
"Ramsey","Scott","Auto 3+ Person","othmaint",49
"Ramsey","Scott","Auto 3+ Person","school",50
"Ramsey","Scott","Auto 3+ Person","shopping",11
"Ramsey","Scott","Auto 3+ Person","social",14
"Ramsey","Scott","Auto 3+ Person","univ",66
"Ramsey","Scott","Auto 3+ Person","work",109
"Ramsey","Scott","Auto SOV","atwork",94
"Ramsey","Scott","Auto SOV","eatout",70
"Ramsey","Scott","Auto SOV","escort",28
"Ramsey","Scott","Auto SOV","othdiscr",197
"Ramsey","Scott","Auto SOV","othmaint",244
"Ramsey","Scott","Auto SOV","school",4
"Ramsey","Scott","Auto SOV","shopping",59
"Ramsey","Scott","Auto SOV","social",39
"Ramsey","Scott","Auto SOV","univ",82
"Ramsey","Scott","Auto SOV","work",1826
"Ramsey","Scott","Drive-Transit","school",3
"Ramsey","Scott","Drive-Transit","univ",11
"Ramsey","Scott","Drive-Transit","work",36
"Ramsey","Scott","School Bus","atwork",6
"Ramsey","Scott","School Bus","eatout",2
"Ramsey","Scott","School Bus","escort",2
"Ramsey","Scott","School Bus","othdiscr",13
"Ramsey","Scott","School Bus","othmaint",27
"Ramsey","Scott","School Bus","school",13
"Ramsey","Scott","School Bus","shopping",6
"Ramsey","Scott","School Bus","social",2
"Ramsey","Scott","School Bus","univ",64
"Ramsey","Scott","School Bus","work",73
"Ramsey","Sherburne","Auto 2 Person","atwork",25
"Ramsey","Sherburne","Auto 2 Person","eatout",37
"Ramsey","Sherburne","Auto 2 Person","escort",43
"Ramsey","Sherburne","Auto 2 Person","othdiscr",71
"Ramsey","Sherburne","Auto 2 Person","othmaint",65
"Ramsey","Sherburne","Auto 2 Person","school",1
"Ramsey","Sherburne","Auto 2 Person","shopping",10
