res_state,res_county,res_state_name,res_county_name,work_state,work_county,work_state_name,work_county_name,workers,error
27,145,Minnesota,Stearns County,027,095,Minnesota,Mille Lacs County,160,93
27,145,Minnesota,Stearns County,027,097,Minnesota,Morrison County,586,158
27,145,Minnesota,Stearns County,027,101,Minnesota,Murray County,13,20
27,145,Minnesota,Stearns County,027,103,Minnesota,Nicollet County,9,10
27,145,Minnesota,Stearns County,027,105,Minnesota,Nobles County,15,22
27,145,Minnesota,Stearns County,027,109,Minnesota,Olmsted County,19,21
27,145,Minnesota,Stearns County,027,111,Minnesota,Otter Tail County,43,33
27,145,Minnesota,Stearns County,027,115,Minnesota,Pine County,14,17
27,145,Minnesota,Stearns County,027,121,Minnesota,Pope County,111,33
27,145,Minnesota,Stearns County,027,123,Minnesota,Ramsey County,359,123
27,145,Minnesota,Stearns County,027,127,Minnesota,Redwood County,8,8
27,145,Minnesota,Stearns County,027,129,Minnesota,Renville County,16,16
27,145,Minnesota,Stearns County,027,135,Minnesota,Roseau County,3,5
27,145,Minnesota,Stearns County,027,137,Minnesota,St. Louis County,6,6
27,145,Minnesota,Stearns County,027,139,Minnesota,Scott County,116,72
27,145,Minnesota,Stearns County,027,141,Minnesota,Sherburne County,"1,498",305
27,145,Minnesota,Stearns County,027,143,Minnesota,Sibley County,11,9
27,145,Minnesota,Stearns County,027,145,Minnesota,Stearns County,"65,828","1,015"
27,145,Minnesota,Stearns County,027,149,Minnesota,Stevens County,12,15
27,145,Minnesota,Stearns County,027,151,Minnesota,Swift County,23,20
27,145,Minnesota,Stearns County,027,153,Minnesota,Todd County,275,83
27,145,Minnesota,Stearns County,027,159,Minnesota,Wadena County,3,3
27,145,Minnesota,Stearns County,027,163,Minnesota,Washington County,52,29
27,145,Minnesota,Stearns County,027,165,Minnesota,Watonwan County,3,5
27,145,Minnesota,Stearns County,027,171,Minnesota,Wright County,"1,552",191
27,145,Minnesota,Stearns County,027,173,Minnesota,Yellow Medicine County,4,5
27,145,Minnesota,Stearns County,055,025,Wisconsin,Dane County,14,22
27,145,Minnesota,Stearns County,055,031,Wisconsin,Douglas County,5,8
27,145,Minnesota,Stearns County,055,063,Wisconsin,La Crosse County,16,23
27,145,Minnesota,Stearns County,055,095,Wisconsin,Polk County,16,25
27,145,Minnesota,Stearns County,055,129,Wisconsin,Washburn County,8,13
27,145,Minnesota,Stearns County,055,133,Wisconsin,Waukesha County,13,12
27,145,Minnesota,Stearns County,055,135,Wisconsin,Waupaca County,2,3
27,147,Minnesota,Steele County,027,003,Minnesota,Anoka County,6,10
27,147,Minnesota,Steele County,027,013,Minnesota,Blue Earth County,77,41
27,147,Minnesota,Steele County,027,015,Minnesota,Brown County,2,2
27,147,Minnesota,Steele County,027,019,Minnesota,Carver County,1,2
27,147,Minnesota,Steele County,027,035,Minnesota,Crow Wing County,4,5
27,147,Minnesota,Steele County,027,037,Minnesota,Dakota County,94,38
27,147,Minnesota,Steele County,027,039,Minnesota,Dodge County,227,68
27,147,Minnesota,Steele County,027,047,Minnesota,Freeborn County,264,79
27,147,Minnesota,Steele County,027,049,Minnesota,Goodhue County,56,55
27,147,Minnesota,Steele County,027,053,Minnesota,Hennepin County,243,88
27,147,Minnesota,Steele County,027,079,Minnesota,Le Sueur County,84,62
27,147,Minnesota,Steele County,027,091,Minnesota,Martin County,5,7
27,147,Minnesota,Steele County,027,099,Minnesota,Mower County,201,66
27,147,Minnesota,Steele County,027,103,Minnesota,Nicollet County,34,34
27,147,Minnesota,Steele County,027,109,Minnesota,Olmsted County,475,99
27,147,Minnesota,Steele County,027,123,Minnesota,Ramsey County,114,54
27,147,Minnesota,Steele County,027,127,Minnesota,Redwood County,13,14
27,147,Minnesota,Steele County,027,131,Minnesota,Rice County,"1,309",192
27,147,Minnesota,Steele County,027,137,Minnesota,St. Louis County,6,5
27,147,Minnesota,Steele County,027,139,Minnesota,Scott County,73,53
27,147,Minnesota,Steele County,027,141,Minnesota,Sherburne County,3,4
27,147,Minnesota,Steele County,027,147,Minnesota,Steele County,"14,113",527
27,147,Minnesota,Steele County,027,153,Minnesota,Todd County,2,3
27,147,Minnesota,Steele County,027,157,Minnesota,Wabasha County,48,70
27,147,Minnesota,Steele County,027,161,Minnesota,Waseca County,586,138
27,147,Minnesota,Steele County,027,163,Minnesota,Washington County,1,2
27,147,Minnesota,Steele County,027,169,Minnesota,Winona County,3,3
27,147,Minnesota,Steele County,055,005,Wisconsin,Barron County,1,3
27,147,Minnesota,Steele County,055,025,Wisconsin,Dane County,13,19
27,147,Minnesota,Steele County,055,131,Wisconsin,Washington County,1,2
27,149,Minnesota,Stevens County,027,005,Minnesota,Becker County,1,2
27,149,Minnesota,Stevens County,027,011,Minnesota,Big Stone County,20,10
27,149,Minnesota,Stevens County,027,035,Minnesota,Crow Wing County,6,8
27,149,Minnesota,Stevens County,027,037,Minnesota,Dakota County,5,9
27,149,Minnesota,Stevens County,027,041,Minnesota,Douglas County,57,35
27,149,Minnesota,Stevens County,027,051,Minnesota,Grant County,70,28
27,149,Minnesota,Stevens County,027,053,Minnesota,Hennepin County,10,12
27,149,Minnesota,Stevens County,027,067,Minnesota,Kandiyohi County,3,4
27,149,Minnesota,Stevens County,027,073,Minnesota,Lac qui Parle County,3,5
27,149,Minnesota,Stevens County,027,093,Minnesota,Meeker County,1,2
27,149,Minnesota,Stevens County,027,097,Minnesota,Morrison County,2,3
27,149,Minnesota,Stevens County,027,111,Minnesota,Otter Tail County,37,24
27,149,Minnesota,Stevens County,027,121,Minnesota,Pope County,150,62
27,149,Minnesota,Stevens County,027,123,Minnesota,Ramsey County,7,7
27,149,Minnesota,Stevens County,027,137,Minnesota,St. Louis County,1,2
27,149,Minnesota,Stevens County,027,145,Minnesota,Stearns County,10,16
27,149,Minnesota,Stevens County,027,149,Minnesota,Stevens County,"4,396",247
27,149,Minnesota,Stevens County,027,151,Minnesota,Swift County,96,28
27,149,Minnesota,Stevens County,027,153,Minnesota,Todd County,12,21
27,149,Minnesota,Stevens County,027,155,Minnesota,Traverse County,11,6
27,149,Minnesota,Stevens County,027,171,Minnesota,Wright County,5,8
27,149,Minnesota,Stevens County,055,105,Wisconsin,Rock County,2,3
27,151,Minnesota,Swift County,027,003,Minnesota,Anoka County,15,21
27,151,Minnesota,Swift County,027,005,Minnesota,Becker County,1,2
27,151,Minnesota,Swift County,027,011,Minnesota,Big Stone County,11,6
27,151,Minnesota,Swift County,027,019,Minnesota,Carver County,1,2
27,151,Minnesota,Swift County,027,023,Minnesota,Chippewa County,186,49
27,151,Minnesota,Swift County,027,037,Minnesota,Dakota County,4,6
27,151,Minnesota,Swift County,027,041,Minnesota,Douglas County,11,6
27,151,Minnesota,Swift County,027,053,Minnesota,Hennepin County,3,3
27,151,Minnesota,Swift County,027,065,Minnesota,Kanabec County,1,2
27,151,Minnesota,Swift County,027,067,Minnesota,Kandiyohi County,564,80
27,151,Minnesota,Swift County,027,073,Minnesota,Lac qui Parle County,55,19
27,151,Minnesota,Swift County,027,083,Minnesota,Lyon County,2,3
27,151,Minnesota,Swift County,027,085,Minnesota,McLeod County,2,2
27,151,Minnesota,Swift County,027,097,Minnesota,Morrison County,2,2
27,151,Minnesota,Swift County,027,121,Minnesota,Pope County,39,10
27,151,Minnesota,Swift County,027,123,Minnesota,Ramsey County,11,11
27,151,Minnesota,Swift County,027,129,Minnesota,Renville County,28,25
27,151,Minnesota,Swift County,027,133,Minnesota,Rock County,2,2
27,151,Minnesota,Swift County,027,143,Minnesota,Sibley County,3,5
27,151,Minnesota,Swift County,027,145,Minnesota,Stearns County,21,9
27,151,Minnesota,Swift County,027,149,Minnesota,Stevens County,165,36
27,151,Minnesota,Swift County,027,151,Minnesota,Swift County,"3,626",126
27,151,Minnesota,Swift County,027,171,Minnesota,Wright County,5,4
27,151,Minnesota,Swift County,027,173,Minnesota,Yellow Medicine County,7,4
27,153,Minnesota,Todd County,027,003,Minnesota,Anoka County,32,22
27,153,Minnesota,Todd County,027,005,Minnesota,Becker County,40,18
27,153,Minnesota,Todd County,027,007,Minnesota,Beltrami County,6,8
27,153,Minnesota,Todd County,027,009,Minnesota,Benton County,39,15
27,153,Minnesota,Todd County,027,011,Minnesota,Big Stone County,1,2
27,153,Minnesota,Todd County,027,019,Minnesota,Carver County,5,6
27,153,Minnesota,Todd County,027,021,Minnesota,Cass County,54,22
27,153,Minnesota,Todd County,027,023,Minnesota,Chippewa County,2,3
27,153,Minnesota,Todd County,027,025,Minnesota,Chisago County,5,7
27,153,Minnesota,Todd County,027,027,Minnesota,Clay County,3,4
27,153,Minnesota,Todd County,027,029,Minnesota,Clearwater County,2,3
27,153,Minnesota,Todd County,027,033,Minnesota,Cottonwood County,3,4
27,153,Minnesota,Todd County,027,035,Minnesota,Crow Wing County,295,76
27,153,Minnesota,Todd County,027,037,Minnesota,Dakota County,43,30
27,153,Minnesota,Todd County,027,041,Minnesota,Douglas County,888,79
27,153,Minnesota,Todd County,027,051,Minnesota,Grant County,3,3
27,153,Minnesota,Todd County,027,053,Minnesota,Hennepin County,90,20
27,153,Minnesota,Todd County,027,055,Minnesota,Houston County,2,3
27,153,Minnesota,Todd County,027,057,Minnesota,Hubbard County,49,52
27,153,Minnesota,Todd County,027,059,Minnesota,Isanti County,5,5
27,153,Minnesota,Todd County,027,061,Minnesota,Itasca County,8,5
27,153,Minnesota,Todd County,027,067,Minnesota,Kandiyohi County,19,18
27,153,Minnesota,Todd County,027,085,Minnesota,McLeod County,7,8
27,153,Minnesota,Todd County,027,093,Minnesota,Meeker County,4,5
27,153,Minnesota,Todd County,027,095,Minnesota,Mille Lacs County,3,4
27,153,Minnesota,Todd County,027,097,Minnesota,Morrison County,843,102
27,153,Minnesota,Todd County,027,101,Minnesota,Murray County,2,3
27,153,Minnesota,Todd County,027,103,Minnesota,Nicollet County,8,13
27,153,Minnesota,Todd County,027,107,Minnesota,Norman County,4,4
27,153,Minnesota,Todd County,027,109,Minnesota,Olmsted County,2,4
27,153,Minnesota,Todd County,027,111,Minnesota,Otter Tail County,238,48
27,153,Minnesota,Todd County,027,115,Minnesota,Pine County,3,4
27,153,Minnesota,Todd County,027,121,Minnesota,Pope County,104,51
27,153,Minnesota,Todd County,027,123,Minnesota,Ramsey County,26,17
27,153,Minnesota,Todd County,027,129,Minnesota,Renville County,2,3
27,153,Minnesota,Todd County,027,131,Minnesota,Rice County,10,11
27,153,Minnesota,Todd County,027,135,Minnesota,Roseau County,2,2
27,153,Minnesota,Todd County,027,137,Minnesota,St. Louis County,3,4
27,153,Minnesota,Todd County,027,139,Minnesota,Scott County,1,3
27,153,Minnesota,Todd County,027,141,Minnesota,Sherburne County,20,20
27,153,Minnesota,Todd County,027,145,Minnesota,Stearns County,"1,353",106
27,153,Minnesota,Todd County,027,149,Minnesota,Stevens County,4,4
27,153,Minnesota,Todd County,027,151,Minnesota,Swift County,3,5
27,153,Minnesota,Todd County,027,153,Minnesota,Todd County,"6,067",252
27,153,Minnesota,Todd County,027,159,Minnesota,Wadena County,766,84
27,153,Minnesota,Todd County,027,163,Minnesota,Washington County,3,5
27,153,Minnesota,Todd County,027,167,Minnesota,Wilkin County,1,2
27,153,Minnesota,Todd County,027,171,Minnesota,Wright County,16,9
27,153,Minnesota,Todd County,027,173,Minnesota,Yellow Medicine County,2,3
27,153,Minnesota,Todd County,055,081,Wisconsin,Monroe County,2,2
27,153,Minnesota,Todd County,055,101,Wisconsin,Racine County,2,3
27,153,Minnesota,Todd County,055,113,Wisconsin,Sawyer County,1,2
27,153,Minnesota,Todd County,055,133,Wisconsin,Waukesha County,2,3
27,155,Minnesota,Traverse County,027,011,Minnesota,Big Stone County,76,20
27,155,Minnesota,Traverse County,027,013,Minnesota,Blue Earth County,2,3
27,155,Minnesota,Traverse County,027,037,Minnesota,Dakota County,3,5
27,155,Minnesota,Traverse County,027,041,Minnesota,Douglas County,3,4
27,155,Minnesota,Traverse County,027,051,Minnesota,Grant County,20,9
27,155,Minnesota,Traverse County,027,053,Minnesota,Hennepin County,8,9
27,155,Minnesota,Traverse County,027,057,Minnesota,Hubbard County,10,11
27,155,Minnesota,Traverse County,027,111,Minnesota,Otter Tail County,15,10
27,155,Minnesota,Traverse County,027,149,Minnesota,Stevens County,61,20
27,155,Minnesota,Traverse County,027,155,Minnesota,Traverse County,"1,210",52
27,155,Minnesota,Traverse County,027,167,Minnesota,Wilkin County,21,14
27,155,Minnesota,Traverse County,027,171,Minnesota,Wright County,1,2
27,157,Minnesota,Wabasha County,027,003,Minnesota,Anoka County,9,7
27,157,Minnesota,Wabasha County,027,013,Minnesota,Blue Earth County,5,9
27,157,Minnesota,Wabasha County,027,025,Minnesota,Chisago County,18,15
27,157,Minnesota,Wabasha County,027,037,Minnesota,Dakota County,61,28
27,157,Minnesota,Wabasha County,027,039,Minnesota,Dodge County,42,35
27,157,Minnesota,Wabasha County,027,045,Minnesota,Fillmore County,8,6
27,157,Minnesota,Wabasha County,027,047,Minnesota,Freeborn County,2,4
27,157,Minnesota,Wabasha County,027,049,Minnesota,Goodhue County,"1,175",117
27,157,Minnesota,Wabasha County,027,053,Minnesota,Hennepin County,53,27
27,157,Minnesota,Wabasha County,027,055,Minnesota,Houston County,3,4
27,157,Minnesota,Wabasha County,027,099,Minnesota,Mower County,22,19
27,157,Minnesota,Wabasha County,027,109,Minnesota,Olmsted County,"3,240",196
27,157,Minnesota,Wabasha County,027,123,Minnesota,Ramsey County,59,28
27,157,Minnesota,Wabasha County,027,131,Minnesota,Rice County,13,9
27,157,Minnesota,Wabasha County,027,139,Minnesota,Scott County,4,6
27,157,Minnesota,Wabasha County,027,141,Minnesota,Sherburne County,3,4
27,157,Minnesota,Wabasha County,027,143,Minnesota,Sibley County,7,11
27,157,Minnesota,Wabasha County,027,147,Minnesota,Steele County,1,3
27,157,Minnesota,Wabasha County,027,157,Minnesota,Wabasha County,"5,768",225
27,157,Minnesota,Wabasha County,027,163,Minnesota,Washington County,34,16
27,157,Minnesota,Wabasha County,027,169,Minnesota,Winona County,368,84
27,157,Minnesota,Wabasha County,055,011,Wisconsin,Buffalo County,35,21
27,157,Minnesota,Wabasha County,055,025,Wisconsin,Dane County,10,14
27,157,Minnesota,Wabasha County,055,033,Wisconsin,Dunn County,13,8
27,157,Minnesota,Wabasha County,055,035,Wisconsin,Eau Claire County,4,7
27,157,Minnesota,Wabasha County,055,063,Wisconsin,La Crosse County,35,18
27,157,Minnesota,Wabasha County,055,091,Wisconsin,Pepin County,29,17
27,157,Minnesota,Wabasha County,055,093,Wisconsin,Pierce County,10,6
27,157,Minnesota,Wabasha County,055,115,Wisconsin,Shawano County,14,18
27,157,Minnesota,Wabasha County,055,119,Wisconsin,Taylor County,4,6
27,157,Minnesota,Wabasha County,055,121,Wisconsin,Trempealeau County,2,4
27,159,Minnesota,Wadena County,027,001,Minnesota,Aitkin County,6,11
27,159,Minnesota,Wadena County,027,003,Minnesota,Anoka County,16,23
27,159,Minnesota,Wadena County,027,005,Minnesota,Becker County,98,41
27,159,Minnesota,Wadena County,027,007,Minnesota,Beltrami County,11,8
27,159,Minnesota,Wadena County,027,009,Minnesota,Benton County,1,2
27,159,Minnesota,Wadena County,027,015,Minnesota,Brown County,2,4
27,159,Minnesota,Wadena County,027,019,Minnesota,Carver County,2,3
27,159,Minnesota,Wadena County,027,021,Minnesota,Cass County,38,15
27,159,Minnesota,Wadena County,027,027,Minnesota,Clay County,21,25
27,159,Minnesota,Wadena County,027,029,Minnesota,Clearwater County,14,17
27,159,Minnesota,Wadena County,027,035,Minnesota,Crow Wing County,75,35
27,159,Minnesota,Wadena County,027,037,Minnesota,Dakota County,1,3
27,159,Minnesota,Wadena County,027,041,Minnesota,Douglas County,28,16
27,159,Minnesota,Wadena County,027,049,Minnesota,Goodhue County,1,2
27,159,Minnesota,Wadena County,027,053,Minnesota,Hennepin County,24,9
27,159,Minnesota,Wadena County,027,057,Minnesota,Hubbard County,468,56
27,159,Minnesota,Wadena County,027,063,Minnesota,Jackson County,2,4
27,159,Minnesota,Wadena County,027,083,Minnesota,Lyon County,2,3
27,159,Minnesota,Wadena County,027,085,Minnesota,McLeod County,1,3
27,159,Minnesota,Wadena County,027,097,Minnesota,Morrison County,119,54
27,159,Minnesota,Wadena County,027,111,Minnesota,Otter Tail County,432,113
27,159,Minnesota,Wadena County,027,115,Minnesota,Pine County,20,26
27,159,Minnesota,Wadena County,027,119,Minnesota,Polk County,11,8
27,159,Minnesota,Wadena County,027,121,Minnesota,Pope County,2,4
27,159,Minnesota,Wadena County,027,123,Minnesota,Ramsey County,23,13
27,159,Minnesota,Wadena County,027,137,Minnesota,St. Louis County,20,19
27,159,Minnesota,Wadena County,027,141,Minnesota,Sherburne County,2,3
27,159,Minnesota,Wadena County,027,145,Minnesota,Stearns County,4,3
27,159,Minnesota,Wadena County,027,153,Minnesota,Todd County,548,163
27,159,Minnesota,Wadena County,027,159,Minnesota,Wadena County,"3,727",244
27,159,Minnesota,Wadena County,027,171,Minnesota,Wright County,1,2
27,161,Minnesota,Waseca County,027,003,Minnesota,Anoka County,20,28
27,161,Minnesota,Waseca County,027,013,Minnesota,Blue Earth County,"1,225",154
27,161,Minnesota,Waseca County,027,015,Minnesota,Brown County,8,7
27,161,Minnesota,Waseca County,027,019,Minnesota,Carver County,2,3
27,161,Minnesota,Waseca County,027,033,Minnesota,Cottonwood County,12,11
27,161,Minnesota,Waseca County,027,037,Minnesota,Dakota County,103,48
27,161,Minnesota,Waseca County,027,039,Minnesota,Dodge County,21,25
27,161,Minnesota,Waseca County,027,043,Minnesota,Faribault County,58,42
27,161,Minnesota,Waseca County,027,045,Minnesota,Fillmore County,1,2
27,161,Minnesota,Waseca County,027,047,Minnesota,Freeborn County,125,29
27,161,Minnesota,Waseca County,027,049,Minnesota,Goodhue County,31,32
27,161,Minnesota,Waseca County,027,053,Minnesota,Hennepin County,41,21
27,161,Minnesota,Waseca County,027,063,Minnesota,Jackson County,23,31
27,161,Minnesota,Waseca County,027,079,Minnesota,Le Sueur County,100,44
27,161,Minnesota,Waseca County,027,083,Minnesota,Lyon County,10,14
27,161,Minnesota,Waseca County,027,099,Minnesota,Mower County,24,14
27,161,Minnesota,Waseca County,027,103,Minnesota,Nicollet County,218,59
27,161,Minnesota,Waseca County,027,105,Minnesota,Nobles County,2,3
27,161,Minnesota,Waseca County,027,109,Minnesota,Olmsted County,39,19
27,161,Minnesota,Waseca County,027,115,Minnesota,Pine County,1,2
27,161,Minnesota,Waseca County,027,123,Minnesota,Ramsey County,28,27
27,161,Minnesota,Waseca County,027,131,Minnesota,Rice County,241,65
27,161,Minnesota,Waseca County,027,139,Minnesota,Scott County,45,28
27,161,Minnesota,Waseca County,027,143,Minnesota,Sibley County,6,7
27,161,Minnesota,Waseca County,027,147,Minnesota,Steele County,"1,157",156
27,161,Minnesota,Waseca County,027,161,Minnesota,Waseca County,"5,806",354
27,161,Minnesota,Waseca County,027,163,Minnesota,Washington County,38,52
27,161,Minnesota,Waseca County,027,169,Minnesota,Winona County,7,11
27,161,Minnesota,Waseca County,055,033,Wisconsin,Dunn County,2,3
27,163,Minnesota,Washington County,027,003,Minnesota,Anoka County,"3,354",347
27,163,Minnesota,Washington County,027,005,Minnesota,Becker County,14,18
27,163,Minnesota,Washington County,027,007,Minnesota,Beltrami County,20,32
27,163,Minnesota,Washington County,027,013,Minnesota,Blue Earth County,83,74
27,163,Minnesota,Washington County,027,017,Minnesota,Carlton County,19,21
27,163,Minnesota,Washington County,027,019,Minnesota,Carver County,199,86
27,163,Minnesota,Washington County,027,021,Minnesota,Cass County,2,3
27,163,Minnesota,Washington County,027,025,Minnesota,Chisago County,"1,117",205
27,163,Minnesota,Washington County,027,027,Minnesota,Clay County,14,19
27,163,Minnesota,Washington County,027,029,Minnesota,Clearwater County,28,26
27,163,Minnesota,Washington County,027,035,Minnesota,Crow Wing County,12,15
27,163,Minnesota,Washington County,027,037,Minnesota,Dakota County,"10,251",701
27,163,Minnesota,Washington County,027,039,Minnesota,Dodge County,28,41
27,163,Minnesota,Washington County,027,041,Minnesota,Douglas County,16,25
27,163,Minnesota,Washington County,027,043,Minnesota,Faribault County,1,2
27,163,Minnesota,Washington County,027,049,Minnesota,Goodhue County,339,169
27,163,Minnesota,Washington County,027,051,Minnesota,Grant County,12,18
27,163,Minnesota,Washington County,027,053,Minnesota,Hennepin County,"22,052",986
27,163,Minnesota,Washington County,027,059,Minnesota,Isanti County,16,18
27,163,Minnesota,Washington County,027,061,Minnesota,Itasca County,4,6
27,163,Minnesota,Washington County,027,067,Minnesota,Kandiyohi County,9,15
27,163,Minnesota,Washington County,027,075,Minnesota,Lake County,11,18
27,163,Minnesota,Washington County,027,079,Minnesota,Le Sueur County,58,49
27,163,Minnesota,Washington County,027,085,Minnesota,McLeod County,23,21
27,163,Minnesota,Washington County,027,087,Minnesota,Mahnomen County,15,26
27,163,Minnesota,Washington County,027,097,Minnesota,Morrison County,23,34
27,163,Minnesota,Washington County,027,099,Minnesota,Mower County,2,3
27,163,Minnesota,Washington County,027,101,Minnesota,Murray County,5,7
27,163,Minnesota,Washington County,027,103,Minnesota,Nicollet County,7,11
27,163,Minnesota,Washington County,027,109,Minnesota,Olmsted County,92,55
27,163,Minnesota,Washington County,027,113,Minnesota,Pennington County,1,2
27,163,Minnesota,Washington County,027,115,Minnesota,Pine County,36,38
27,163,Minnesota,Washington County,027,121,Minnesota,Pope County,13,19
27,163,Minnesota,Washington County,027,123,Minnesota,Ramsey County,"40,532","1,098"
27,163,Minnesota,Washington County,027,129,Minnesota,Renville County,1,3
27,163,Minnesota,Washington County,027,131,Minnesota,Rice County,18,18
27,163,Minnesota,Washington County,027,137,Minnesota,St. Louis County,96,72
27,163,Minnesota,Washington County,027,139,Minnesota,Scott County,271,81
27,163,Minnesota,Washington County,027,141,Minnesota,Sherburne County,51,41
27,163,Minnesota,Washington County,027,145,Minnesota,Stearns County,21,24
27,163,Minnesota,Washington County,027,147,Minnesota,Steele County,23,23
27,163,Minnesota,Washington County,027,163,Minnesota,Washington County,"45,765","1,448"
27,163,Minnesota,Washington County,027,169,Minnesota,Winona County,3,5
27,163,Minnesota,Washington County,027,171,Minnesota,Wright County,105,58
27,163,Minnesota,Washington County,055,025,Wisconsin,Dane County,16,18
27,163,Minnesota,Washington County,055,033,Wisconsin,Dunn County,35,32
27,163,Minnesota,Washington County,055,035,Wisconsin,Eau Claire County,81,74
27,163,Minnesota,Washington County,055,063,Wisconsin,La Crosse County,8,9
27,163,Minnesota,Washington County,055,073,Wisconsin,Marathon County,2,3
27,163,Minnesota,Washington County,055,075,Wisconsin,Marinette County,12,19
27,163,Minnesota,Washington County,055,085,Wisconsin,Oneida County,39,57
27,163,Minnesota,Washington County,055,093,Wisconsin,Pierce County,299,106
27,163,Minnesota,Washington County,055,095,Wisconsin,Polk County,141,60
27,163,Minnesota,Washington County,055,097,Wisconsin,Portage County,3,4
27,163,Minnesota,Washington County,055,109,Wisconsin,St. Croix County,"1,876",275
27,163,Minnesota,Washington County,055,111,Wisconsin,Sauk County,36,53
27,165,Minnesota,Watonwan County,027,003,Minnesota,Anoka County,2,2
27,165,Minnesota,Watonwan County,027,013,Minnesota,Blue Earth County,607,104
27,165,Minnesota,Watonwan County,027,015,Minnesota,Brown County,311,88
27,165,Minnesota,Watonwan County,027,023,Minnesota,Chippewa County,2,3
27,165,Minnesota,Watonwan County,027,027,Minnesota,Clay County,1,2
27,165,Minnesota,Watonwan County,027,033,Minnesota,Cottonwood County,370,109
27,165,Minnesota,Watonwan County,027,037,Minnesota,Dakota County,11,24
27,165,Minnesota,Watonwan County,027,043,Minnesota,Faribault County,16,13
27,165,Minnesota,Watonwan County,027,049,Minnesota,Goodhue County,1,2
27,165,Minnesota,Watonwan County,027,053,Minnesota,Hennepin County,36,23
27,165,Minnesota,Watonwan County,027,063,Minnesota,Jackson County,18,9
27,165,Minnesota,Watonwan County,027,067,Minnesota,Kandiyohi County,1,2
27,165,Minnesota,Watonwan County,027,079,Minnesota,Le Sueur County,2,3
27,165,Minnesota,Watonwan County,027,083,Minnesota,Lyon County,1,2
27,165,Minnesota,Watonwan County,027,091,Minnesota,Martin County,263,56
27,165,Minnesota,Watonwan County,027,103,Minnesota,Nicollet County,135,49
27,165,Minnesota,Watonwan County,027,105,Minnesota,Nobles County,2,2
27,165,Minnesota,Watonwan County,027,117,Minnesota,Pipestone County,1,2
27,165,Minnesota,Watonwan County,027,123,Minnesota,Ramsey County,19,18
27,165,Minnesota,Watonwan County,027,127,Minnesota,Redwood County,9,10
27,165,Minnesota,Watonwan County,027,129,Minnesota,Renville County,4,7
27,165,Minnesota,Watonwan County,027,143,Minnesota,Sibley County,2,3
27,165,Minnesota,Watonwan County,027,165,Minnesota,Watonwan County,"3,760",207
27,165,Minnesota,Watonwan County,027,169,Minnesota,Winona County,2,4
27,165,Minnesota,Watonwan County,055,111,Wisconsin,Sauk County,5,6
27,167,Minnesota,Wilkin County,027,005,Minnesota,Becker County,8,6
27,167,Minnesota,Wilkin County,027,009,Minnesota,Benton County,3,6
27,167,Minnesota,Wilkin County,027,027,Minnesota,Clay County,104,25
27,167,Minnesota,Wilkin County,027,041,Minnesota,Douglas County,1,2
27,167,Minnesota,Wilkin County,027,047,Minnesota,Freeborn County,12,17
27,167,Minnesota,Wilkin County,027,051,Minnesota,Grant County,2,4
27,167,Minnesota,Wilkin County,027,059,Minnesota,Isanti County,1,2
27,167,Minnesota,Wilkin County,027,111,Minnesota,Otter Tail County,176,45
27,167,Minnesota,Wilkin County,027,123,Minnesota,Ramsey County,11,20
27,167,Minnesota,Wilkin County,027,149,Minnesota,Stevens County,1,2
27,167,Minnesota,Wilkin County,027,155,Minnesota,Traverse County,10,10
27,167,Minnesota,Wilkin County,027,167,Minnesota,Wilkin County,"1,304",118
27,169,Minnesota,Winona County,027,003,Minnesota,Anoka County,20,27
27,169,Minnesota,Winona County,027,015,Minnesota,Brown County,11,21
27,169,Minnesota,Winona County,027,019,Minnesota,Carver County,24,32
27,169,Minnesota,Winona County,027,037,Minnesota,Dakota County,52,56
27,169,Minnesota,Winona County,027,039,Minnesota,Dodge County,11,13
27,169,Minnesota,Winona County,027,045,Minnesota,Fillmore County,252,70
27,169,Minnesota,Winona County,027,047,Minnesota,Freeborn County,2,3
27,169,Minnesota,Winona County,027,049,Minnesota,Goodhue County,101,64
27,169,Minnesota,Winona County,027,053,Minnesota,Hennepin County,56,42
27,169,Minnesota,Winona County,027,055,Minnesota,Houston County,206,59
27,169,Minnesota,Winona County,027,063,Minnesota,Jackson County,4,5
27,169,Minnesota,Winona County,027,099,Minnesota,Mower County,3,4
27,169,Minnesota,Winona County,027,109,Minnesota,Olmsted County,"2,270",256
27,169,Minnesota,Winona County,027,123,Minnesota,Ramsey County,79,86
27,169,Minnesota,Winona County,027,131,Minnesota,Rice County,16,18
27,169,Minnesota,Winona County,027,139,Minnesota,Scott County,15,23
27,169,Minnesota,Winona County,027,145,Minnesota,Stearns County,16,23
27,169,Minnesota,Winona County,027,147,Minnesota,Steele County,24,19
27,169,Minnesota,Winona County,027,157,Minnesota,Wabasha County,138,40
27,169,Minnesota,Winona County,027,159,Minnesota,Wadena County,4,8
27,169,Minnesota,Winona County,027,161,Minnesota,Waseca County,5,8
27,169,Minnesota,Winona County,027,163,Minnesota,Washington County,13,14
27,169,Minnesota,Winona County,027,169,Minnesota,Winona County,"22,143",609
27,169,Minnesota,Winona County,027,171,Minnesota,Wright County,21,25
27,169,Minnesota,Winona County,055,005,Wisconsin,Barron County,16,24
27,169,Minnesota,Winona County,055,011,Wisconsin,Buffalo County,163,63
27,169,Minnesota,Winona County,055,021,Wisconsin,Columbia County,14,15
