coefficient_name,value,constrain
coef_tnc_single_ASC_sr2_escort,-7.8375978490741645,F
coef_tnc_single_ASC_sr2_othdiscr,-6.878486653970887,F
coef_tnc_single_ASC_sr2_othmaint,-7.8375978490741645,F
coef_tnc_single_ASC_sr2_school,0.0,F
coef_tnc_single_ASC_sr2_shopping,-7.8375978490741645,F
coef_tnc_single_ASC_sr2_social,-6.878486653970887,F
coef_tnc_single_ASC_sr2_univ,-12.0,F
coef_tnc_single_ASC_sr2_work,-6.7306069794943815,F
coef_tnc_single_ASC_sr3p_atwork,-4.0281687927589225,F
coef_tnc_single_ASC_sr3p_eatout,-6.402246706983242,F
coef_tnc_single_ASC_sr3p_escort,-9.43450391956938,F
coef_tnc_single_ASC_sr3p_othdiscr,-6.402246706983242,F
coef_tnc_single_ASC_sr3p_othmaint,-9.43450391956938,F
coef_tnc_single_ASC_sr3p_school,0.0,F
coef_tnc_single_ASC_sr3p_shopping,-9.43450391956938,F
coef_tnc_single_ASC_sr3p_social,-6.402246706983242,F
coef_tnc_single_ASC_sr3p_univ,-10.0,F
coef_tnc_single_ASC_sr3p_work,-8.358121247512555,F
coef_tnc_single_ASC_walk_atwork,0.9443738836484117,F
coef_tnc_single_ASC_walk_eatout,3.7799067005500797,F
coef_tnc_single_ASC_walk_escort,2.3756841606847066,F
coef_tnc_single_ASC_walk_othdiscr,3.7799067005500797,F
coef_tnc_single_ASC_walk_othmaint,2.3756841606847066,F
coef_tnc_single_ASC_walk_school,0.0,F
coef_tnc_single_ASC_walk_shopping,2.3756841606847066,F
coef_tnc_single_ASC_walk_social,3.7799067005500797,F
coef_tnc_single_ASC_walk_univ,14.074765267738677,F
coef_tnc_single_ASC_walk_work,1.7799861834670698,F
coef_tnc_single_ASC_walk_transit_atwork,0.0,F
coef_tnc_single_ASC_walk_transit_eatout,0.0,F
coef_tnc_single_ASC_walk_transit_escort,0.0,F
coef_tnc_single_ASC_walk_transit_othdiscr,0.0,F
coef_tnc_single_ASC_walk_transit_othmaint,0.0,F
coef_tnc_single_ASC_walk_transit_school,0.0,F
coef_tnc_single_ASC_walk_transit_shopping,0.0,F
coef_tnc_single_ASC_walk_transit_social,0.0,F
coef_tnc_single_ASC_walk_transit_univ,0.0,F
coef_tnc_single_ASC_walk_transit_work,0.0,F
coef_tnc_single_ASC_taxi_atwork,-7.4409195618151776,F
coef_tnc_single_ASC_taxi_eatout,-5.0588378732963655,F
coef_tnc_single_ASC_taxi_escort,-3.8633138096519484,F
coef_tnc_single_ASC_taxi_othdiscr,-5.0588378732963655,F
coef_tnc_single_ASC_taxi_othmaint,-3.8633138096519484,F
coef_tnc_single_ASC_taxi_school,0.0,F
coef_tnc_single_ASC_taxi_shopping,-3.8633138096519484,F
coef_tnc_single_ASC_taxi_social,-5.0588378732963655,F
coef_tnc_single_ASC_taxi_univ,-2.0,F
coef_tnc_single_ASC_taxi_work,-1.4997778696423307,F
coef_tnc_single_ASC_tnc_single_work,4.234914459469547,F
coef_tnc_single_ASC_tnc_single_univ,4.209061468487336,F
coef_tnc_single_ASC_tnc_single_school,0.0,F
coef_tnc_single_ASC_tnc_single_escort,2.5453667698867903,F
coef_tnc_single_ASC_tnc_single_shopping,2.5453667698867903,F
coef_tnc_single_ASC_tnc_single_eatout,3.340097367228848,F
coef_tnc_single_ASC_tnc_single_othmaint,2.5453667698867903,F
coef_tnc_single_ASC_tnc_single_social,3.340097367228848,F
coef_tnc_single_ASC_tnc_single_othdiscr,3.340097367228848,F
coef_tnc_single_ASC_tnc_single_atwork,5.6727939263672695,F
coef_tnc_single_ASC_tnc_shared_atwork,-3.916619035123837,F
coef_tnc_single_ASC_tnc_shared_eatout,-0.6599026327711519,F
coef_tnc_single_ASC_tnc_shared_escort,-3.4546332301132097,F
coef_tnc_single_ASC_tnc_shared_othdiscr,-0.6599026327711519,F
coef_tnc_single_ASC_tnc_shared_othmaint,-3.4546332301132097,F
coef_tnc_single_ASC_tnc_shared_school,0.0,F
coef_tnc_single_ASC_tnc_shared_shopping,-3.4546332301132097,F
coef_tnc_single_ASC_tnc_shared_social,-0.6599026327711519,F
coef_tnc_single_ASC_tnc_shared_univ,0.2090614684873368,F
coef_tnc_single_ASC_tnc_shared_work,0.2349144594695466,F
coef_tnc_shared_ASC_sr2_atwork,-4.194814560252766,F
coef_tnc_shared_ASC_sr2_eatout,-6.878486653970887,F
